video,prompt
dataset/wan22_training/charades_processed/95HQC_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 95HQC"
dataset/wan22_training/charades_processed/IGEU5_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: IGEU5"
dataset/wan22_training/charades_processed/A1VTR_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: A1VTR"
dataset/wan22_training/charades_processed/813XE_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 813XE"
dataset/wan22_training/charades_processed/3CAPI_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 3CAPI"
dataset/wan22_training/charades_processed/YEH3H_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: YEH3H"
dataset/wan22_training/charades_processed/0ZUMU_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 0ZUMU"
dataset/wan22_training/charades_processed/SFDTP_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: SFDTP"
dataset/wan22_training/charades_processed/7HSZJ_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 7HSZJ"
dataset/wan22_training/charades_processed/UB2EJ_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: UB2EJ"
dataset/wan22_training/charades_processed/29OV5_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 29OV5"
dataset/wan22_training/charades_processed/FIJ3D_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: FIJ3D"
dataset/wan22_training/charades_processed/DFSHF_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: DFSHF"
dataset/wan22_training/charades_processed/JCLES_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: JCLES"
dataset/wan22_training/charades_processed/DP7KP_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: DP7KP"
dataset/wan22_training/charades_processed/2DO31_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 2DO31"
dataset/wan22_training/charades_processed/CTPR2_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: CTPR2"
dataset/wan22_training/charades_processed/WLKEF_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: WLKEF"
dataset/wan22_training/charades_processed/QIQUA_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: QIQUA"
dataset/wan22_training/charades_processed/8QWE4_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 8QWE4"
dataset/wan22_training/charades_processed/XHGV7_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: XHGV7"
dataset/wan22_training/charades_processed/L11YV_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: L11YV"
dataset/wan22_training/charades_processed/DP5S8_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: DP5S8"
dataset/wan22_training/charades_processed/I16D7_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: I16D7"
dataset/wan22_training/charades_processed/9KGOL_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 9KGOL"
dataset/wan22_training/charades_processed/MA6GY_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: MA6GY"
dataset/wan22_training/charades_processed/F9K8L_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: F9K8L"
dataset/wan22_training/charades_processed/64IAU_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 64IAU"
dataset/wan22_training/charades_processed/07TCM_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 07TCM"
dataset/wan22_training/charades_processed/TOUXU_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: TOUXU"
dataset/wan22_training/charades_processed/YUOQW_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: YUOQW"
dataset/wan22_training/charades_processed/1YTD7_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 1YTD7"
dataset/wan22_training/charades_processed/VJ3B5_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: VJ3B5"
dataset/wan22_training/charades_processed/3VRTT_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 3VRTT"
dataset/wan22_training/charades_processed/DLBRW_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: DLBRW"
dataset/wan22_training/charades_processed/YPIKO_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: YPIKO"
dataset/wan22_training/charades_processed/UB00R_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: UB00R"
dataset/wan22_training/charades_processed/5E8IN_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 5E8IN"
dataset/wan22_training/charades_processed/GQR08_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: GQR08"
dataset/wan22_training/charades_processed/320ZB_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 320ZB"
dataset/wan22_training/charades_processed/IST7I_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: IST7I"
dataset/wan22_training/charades_processed/7UZZI_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 7UZZI"
dataset/wan22_training/charades_processed/KK7D4_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: KK7D4"
dataset/wan22_training/charades_processed/0M1ZU_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 0M1ZU"
dataset/wan22_training/charades_processed/P3RRJ_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: P3RRJ"
dataset/wan22_training/charades_processed/58YA5_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 58YA5"
dataset/wan22_training/charades_processed/KQ6XW_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: KQ6XW"
dataset/wan22_training/charades_processed/J3CWQ_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: J3CWQ"
dataset/wan22_training/charades_processed/KX7FC_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: KX7FC"
dataset/wan22_training/charades_processed/7VHXG_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 7VHXG"
dataset/wan22_training/charades_processed/8ZPXA_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 8ZPXA"
dataset/wan22_training/charades_processed/5XLBY_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 5XLBY"
dataset/wan22_training/charades_processed/AQQQ5_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: AQQQ5"
dataset/wan22_training/charades_processed/IAC2W_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: IAC2W"
dataset/wan22_training/charades_processed/IU2OZ_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: IU2OZ"
dataset/wan22_training/charades_processed/5VDT6_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 5VDT6"
dataset/wan22_training/charades_processed/9RKTE_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 9RKTE"
dataset/wan22_training/charades_processed/S1PWD_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: S1PWD"
dataset/wan22_training/charades_processed/WT59C_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: WT59C"
dataset/wan22_training/charades_processed/N11GT_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: N11GT"
dataset/wan22_training/charades_processed/XXDHJ_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: XXDHJ"
dataset/wan22_training/charades_processed/0ZYII_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 0ZYII"
dataset/wan22_training/charades_processed/4ISIX_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 4ISIX"
dataset/wan22_training/charades_processed/08QQS_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 08QQS"
dataset/wan22_training/charades_processed/DEZJ5_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: DEZJ5"
dataset/wan22_training/charades_processed/FWUV8_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: FWUV8"
dataset/wan22_training/charades_processed/IF7KE_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: IF7KE"
dataset/wan22_training/charades_processed/HOZ76_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: HOZ76"
dataset/wan22_training/charades_processed/R3S1V_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: R3S1V"
dataset/wan22_training/charades_processed/H2B7U_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: H2B7U"
dataset/wan22_training/charades_processed/564DX_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 564DX"
dataset/wan22_training/charades_processed/QQG8X_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: QQG8X"
dataset/wan22_training/charades_processed/YZI2P_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: YZI2P"
dataset/wan22_training/charades_processed/JQAO5_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: JQAO5"
dataset/wan22_training/charades_processed/H5V2Y_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: H5V2Y"
dataset/wan22_training/charades_processed/3J85M_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 3J85M"
dataset/wan22_training/charades_processed/8TRIW_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 8TRIW"
dataset/wan22_training/charades_processed/0MJHH_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 0MJHH"
dataset/wan22_training/charades_processed/0ETKN_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 0ETKN"
dataset/wan22_training/charades_processed/55OAL_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 55OAL"
dataset/wan22_training/charades_processed/Q5YDL_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: Q5YDL"
dataset/wan22_training/charades_processed/6N2ZB_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 6N2ZB"
dataset/wan22_training/charades_processed/H7DI3_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: H7DI3"
dataset/wan22_training/charades_processed/EI1W1_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: EI1W1"
dataset/wan22_training/charades_processed/IADJE_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: IADJE"
dataset/wan22_training/charades_processed/G8O8P_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: G8O8P"
dataset/wan22_training/charades_processed/ILF19_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: ILF19"
dataset/wan22_training/charades_processed/QQRP2_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: QQRP2"
dataset/wan22_training/charades_processed/L67UB_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: L67UB"
dataset/wan22_training/charades_processed/G4JHX_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: G4JHX"
dataset/wan22_training/charades_processed/FRLW2_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: FRLW2"
dataset/wan22_training/charades_processed/5Z1CO_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 5Z1CO"
dataset/wan22_training/charades_processed/QT4W0_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: QT4W0"
dataset/wan22_training/charades_processed/129SP_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 129SP"
dataset/wan22_training/charades_processed/WJ1GN_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: WJ1GN"
dataset/wan22_training/charades_processed/9POJB_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 9POJB"
dataset/wan22_training/charades_processed/SPJIE_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: SPJIE"
dataset/wan22_training/charades_processed/KDYNB_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: KDYNB"
dataset/wan22_training/charades_processed/EABOI_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: EABOI"
dataset/wan22_training/charades_processed/SBMQX_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: SBMQX"
dataset/wan22_training/charades_processed/2JKR8_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 2JKR8"
dataset/wan22_training/charades_processed/M0AS3_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: M0AS3"
dataset/wan22_training/charades_processed/FV9AL_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: FV9AL"
dataset/wan22_training/charades_processed/3AKML_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 3AKML"
dataset/wan22_training/charades_processed/QWKVM_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: QWKVM"
dataset/wan22_training/charades_processed/M1GW9_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: M1GW9"
dataset/wan22_training/charades_processed/TXNDA_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: TXNDA"
dataset/wan22_training/charades_processed/ZKSR1_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: ZKSR1"
dataset/wan22_training/charades_processed/6QDZI_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 6QDZI"
dataset/wan22_training/charades_processed/PT0L3_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: PT0L3"
dataset/wan22_training/charades_processed/PLXUA_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: PLXUA"
dataset/wan22_training/charades_processed/A1BS2_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: A1BS2"
dataset/wan22_training/charades_processed/TIGIP_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: TIGIP"
dataset/wan22_training/charades_processed/88ZT4_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 88ZT4"
dataset/wan22_training/charades_processed/TKEKQ_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: TKEKQ"
dataset/wan22_training/charades_processed/XYSX1_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: XYSX1"
dataset/wan22_training/charades_processed/330R7_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 330R7"
dataset/wan22_training/charades_processed/ZJR24_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: ZJR24"
dataset/wan22_training/charades_processed/JTTAP_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: JTTAP"
dataset/wan22_training/charades_processed/7UPGT_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 7UPGT"
dataset/wan22_training/charades_processed/WZ351_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: WZ351"
dataset/wan22_training/charades_processed/BUL4V_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: BUL4V"
dataset/wan22_training/charades_processed/ABOBW_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: ABOBW"
dataset/wan22_training/charades_processed/5N26T_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 5N26T"
dataset/wan22_training/charades_processed/1YSGI_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 1YSGI"
dataset/wan22_training/charades_processed/E75C2_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: E75C2"
dataset/wan22_training/charades_processed/D6DC1_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: D6DC1"
dataset/wan22_training/charades_processed/QUAFE_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: QUAFE"
dataset/wan22_training/charades_processed/OMX6W_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: OMX6W"
dataset/wan22_training/charades_processed/O495M_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: O495M"
dataset/wan22_training/charades_processed/4VCHD_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 4VCHD"
dataset/wan22_training/charades_processed/BIV8M_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: BIV8M"
dataset/wan22_training/charades_processed/SW8VM_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: SW8VM"
dataset/wan22_training/charades_processed/Z3AGB_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: Z3AGB"
dataset/wan22_training/charades_processed/UJVCW_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: UJVCW"
dataset/wan22_training/charades_processed/BOHLW_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: BOHLW"
dataset/wan22_training/charades_processed/VU7P7_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: VU7P7"
dataset/wan22_training/charades_processed/1JGRO_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 1JGRO"
dataset/wan22_training/charades_processed/1YH1Y_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 1YH1Y"
dataset/wan22_training/charades_processed/154TJ_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 154TJ"
dataset/wan22_training/charades_processed/A1U0W_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: A1U0W"
dataset/wan22_training/charades_processed/8VDZ7_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 8VDZ7"
dataset/wan22_training/charades_processed/D9EDE_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: D9EDE"
dataset/wan22_training/charades_processed/M43KR_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: M43KR"
dataset/wan22_training/charades_processed/Z0Q5D_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: Z0Q5D"
dataset/wan22_training/charades_processed/6AQVX_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 6AQVX"
dataset/wan22_training/charades_processed/B55HG_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: B55HG"
dataset/wan22_training/charades_processed/LV056_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: LV056"
dataset/wan22_training/charades_processed/P4WRI_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: P4WRI"
dataset/wan22_training/charades_processed/H032R_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: H032R"
dataset/wan22_training/charades_processed/WNYV6_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: WNYV6"
dataset/wan22_training/charades_processed/OKXIQ_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: OKXIQ"
dataset/wan22_training/charades_processed/706BT_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 706BT"
dataset/wan22_training/charades_processed/V25D1_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: V25D1"
dataset/wan22_training/charades_processed/CPDJD_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: CPDJD"
dataset/wan22_training/charades_processed/B5NS3_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: B5NS3"
dataset/wan22_training/charades_processed/G537E_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: G537E"
dataset/wan22_training/charades_processed/J3LY1_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: J3LY1"
dataset/wan22_training/charades_processed/NI15V_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: NI15V"
dataset/wan22_training/charades_processed/GOPZI_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: GOPZI"
dataset/wan22_training/charades_processed/4QGP6_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 4QGP6"
dataset/wan22_training/charades_processed/G93A5_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: G93A5"
dataset/wan22_training/charades_processed/115MY_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 115MY"
dataset/wan22_training/charades_processed/2KAWJ_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 2KAWJ"
dataset/wan22_training/charades_processed/BMYDX_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: BMYDX"
dataset/wan22_training/charades_processed/40TYU_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 40TYU"
dataset/wan22_training/charades_processed/KLARI_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: KLARI"
dataset/wan22_training/charades_processed/3H4E2_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 3H4E2"
dataset/wan22_training/charades_processed/T5ECU_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: T5ECU"
dataset/wan22_training/charades_processed/PNRFK_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: PNRFK"
dataset/wan22_training/charades_processed/EKPAQ_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: EKPAQ"
dataset/wan22_training/charades_processed/0RJ18_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 0RJ18"
dataset/wan22_training/charades_processed/5CZRC_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 5CZRC"
dataset/wan22_training/charades_processed/2ZINN_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 2ZINN"
dataset/wan22_training/charades_processed/RMS26_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: RMS26"
dataset/wan22_training/charades_processed/94LXD_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 94LXD"
dataset/wan22_training/charades_processed/CIGGJ_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: CIGGJ"
dataset/wan22_training/charades_processed/3XM7Q_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 3XM7Q"
dataset/wan22_training/charades_processed/JMXK5_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: JMXK5"
dataset/wan22_training/charades_processed/A42FN_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: A42FN"
dataset/wan22_training/charades_processed/L218P_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: L218P"
dataset/wan22_training/charades_processed/7WIKW_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 7WIKW"
dataset/wan22_training/charades_processed/D9DSH_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: D9DSH"
dataset/wan22_training/charades_processed/CJ0U1_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: CJ0U1"
dataset/wan22_training/charades_processed/BNSQN_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: BNSQN"
dataset/wan22_training/charades_processed/H608V_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: H608V"
dataset/wan22_training/charades_processed/WO0OM_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: WO0OM"
dataset/wan22_training/charades_processed/RJN35_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: RJN35"
dataset/wan22_training/charades_processed/9GQRI_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 9GQRI"
dataset/wan22_training/charades_processed/DQ0EE_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: DQ0EE"
dataset/wan22_training/charades_processed/9L71W_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 9L71W"
dataset/wan22_training/charades_processed/SG99Q_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: SG99Q"
dataset/wan22_training/charades_processed/6VUKN_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 6VUKN"
dataset/wan22_training/charades_processed/8175C_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: 8175C"
dataset/wan22_training/charades_processed/EAYK6_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: EAYK6"
dataset/wan22_training/charades_processed/CZY4Q_1280x704_24fps.mp4,"A person performing a daily activity, first-person view, realistic, video_id: CZY4Q"
